"키","명칭","행정시","행정구","행정동"
"BE_IW16-0641","Obaltan","Seoul","Seocho-gu","Seocho3-dong"
"BE_IW16-0642","Obaltan","Seoul","Gangnam-gu","Samseong1-dong"
"BE_IW16-0643","Obok Restaurant","Seoul","Geumcheon-gu","Siheung1-dong"
"BE_IW16-0644","Obok Restaurant","Seoul","Dongdaemun-gu","Jangan1-dong"
"BE_IW16-0645","Obuja Restaurant","Seoul","Gangdong-gu","Myeongil2-dong"
"BE_IW16-0646","Ohsaegyehyang","Seoul","Jongno-gu","Jongno1.2.3.4ga-dong"
"BE_IW16-0647","Osu","Seoul","Jongno-gu","Jongno1.2.3.4ga-dong"
"BE_IW16-0648","Osiri Tto Osiri","Seoul","Songpa-gu","Bangi2-dong"
"BE_IW16-0649","Ouga","Seoul","Jung-gu","Myeong-dong"
"BE_IW16-0650","Oishi","Seoul","Seongbuk-gu","Jangwi3-dong"
"BE_IW16-0651","Ojing-eo Nara (Cuttlefish & Seafood Restaurant)","Seoul","Gwangjin-gu","Jayang2-dong"
"BE_IW16-0652","Ojing-eo Nara (Cuttlefish & Seafood Restaurant)","Seoul","Gangdong-gu","Seongnae3-dong"
"BE_IW16-0653","Oh-jing-eo Ma-eul(Squid Town)","Seoul","Gwangjin-gu","Guui1-dong"
"BE_IW16-0654","Oh-jing-eo Ma-eul(Squid Town)","Seoul","Gwangjin-gu","Gunja-dong"
"BE_IW16-0655","Oh-jing-eo Ma-eul(Squid Town)","Seoul","Gwangjin-gu","Hwayang-dong"
"BE_IW16-0656","Ohucheong","Seoul","Jung-gu","Sogong-dong"
"BE_IW16-0657","Onmaeul","Seoul","Jongno-gu","Samcheong-dong"
"BE_IW16-0658","Onggichon","Seoul","Nowon-gu","Sanggye5-dong"
"BE_IW16-0659","Wasabi","Seoul","Gangdong-gu","Myeongil2-dong"
"BE_IW16-0660","Wasedaya","Seoul","Gangnam-gu","Cheongdam-dong"
"BE_IW16-0661","Wangga","Seoul","Gangbuk-gu","Ui-dong"
"BE_IW16-0662","Wangdoljam","Seoul","Jongno-gu","Sajik-dong"
"BE_IW16-0663","Wangsimni Gopchang (Beef Tripe)","Seoul","Gwanak-gu","Samseong-dong"
"BE_IW16-0664","Wangsimni Gopchang (Beef Tripe)","Seoul","Seongdong-gu","Seongsu1ga1-dong"
"BE_IW16-0665","Oigatjip","Seoul","Seocho-gu","Jamwon-dong"
"BE_IW16-0666","Oigatjip","Seoul","Seongdong-gu","Seongsu2ga3-dong"
"BE_IW16-0667","Oigatjip","Seoul","Gangbuk-gu","Mia-dong"
"BE_IW16-0668","Oigatjip","Seoul","Gangseo-gu","Hwagok6-dong"
"BE_IW16-0669","Oegojip Seolleongtang","Seoul","Gangnam-gu","Daechi4-dong"
"BE_IW16-0670","Yogi Head Shop","Seoul","Mapo-gu","Seogang-dong"
"BE_IW16-0671","Yonggung Garden","Seoul","Jongno-gu","Changsin3-dong"
"BE_IW16-0672","Yong-susan","Seoul","Seocho-gu","Banpo4-dong"
"BE_IW16-0673","Yongsusan(Samcheong)","Seoul","Jongno-gu","Samcheong-dong"
"BE_IW16-0674","Ugachon","Seoul","Seocho-gu","Yangjae2-dong"
"BE_IW16-0675","Uraeok Restaurant","Seoul","Jung-gu","Euljiro-dong"
"BE_IW16-0676","Uraeok Restaurant","Seoul","Gangnam-gu","Daechi2-dong"
"BE_IW16-0677","Uri Gangsan","Seoul","Songpa-gu","Bangi1-dong"
"BE_IW16-0678","Urimil Guksi","Seoul","Seongbuk-gu","Seongbuk-dong"
"BE_IW16-0679","Uri Restaurant","Seoul","Dongdaemun-gu","Yongsin-dong"
"BE_IW16-0680","Uri Restaurant","Seoul","Guro-gu","Gocheok2-dong"
"BE_IW16-0681","Uri Restaurant","Seoul","Jung-gu","Hoehyeon-dong"
"BE_IW16-0682","Uri Restaurant","Seoul","Jung-gu","Donghwa-dong"
"BE_IW16-0683","Uri Restaurant","Seoul","Yeongdeungpo-gu","Dangsan2-dong"
"BE_IW16-0684","Uri Restaurant","Seoul","Gangbuk-gu","Insu-dong"
"BE_IW16-0685","Uri Restaurant","Seoul","Mapo-gu","Seongsan1-dong"
"BE_IW16-0686","Woorijip","Seoul","Yongsan-gu","Hannam-dong"
"BE_IW16-0143","Namdo Maru","Seoul","Songpa-gu","Ogeum-dong"
"BE_IW16-0144","Namdo Sikdang","Seoul","Dongjak-gu","Daebang-dong"
"BE_IW16-0145","Namdo Sikdang","Seoul","Yangcheon-gu","Sinjeong4-dong"
"BE_IW16-0146","Nammaejip","Seoul","Seodaemun-gu","Cheonyeon-dong"
"BE_IW16-0147","Nammiok","Seoul","Seocho-gu","Seocho1-dong"
"BE_IW16-0148","Nambuktong-il","Seoul","Mapo-gu","Seogyo-dong"
"BE_IW16-0149","Namseong ","Seoul","Mapo-gu","Ahyeon-dong"
"BE_IW16-0150","Namwon","Seoul","Jongno-gu","Gahoe-dong"
"BE_IW16-0151","Namwongol loach soup","Seoul","Songpa-gu","Jangji-dong"
"BE_IW16-0152","Namwongol loach soup","Seoul","Gangbuk-gu","Suyu1-dong"
"BE_IW16-0153","Namwon Sikdang","Seoul","Guro-gu","Gaebong1-dong"
"BE_IW16-0154","Namwon Sikdang","Seoul","Songpa-gu","Jamsilbon-dong"
"BE_IW16-0155","Namwon Sikdang","Seoul","Yongsan-gu","Namyeong-dong"
"BE_IW16-0156","Namwonjip","Seoul","Seodaemun-gu","Hongje3-dong"
"BE_IW16-0157","Namwon Chueotang","Seoul","Gwangjin-gu","Guui2-dong"
"BE_IW16-0158","Namwon Chueotang","Seoul","Mapo-gu","Seongsan1-dong"
"BE_IW16-0159","Namwon Chueotang","Seoul","Mapo-gu","Sinsu-dong"
"BE_IW16-0160","Namwon Chueotang","Seoul","Gangseo-gu","Hwagok1-dong"
"BE_IW16-0161","Namwon Chueotang","Seoul","Seocho-gu","Yangjae2-dong"
"BE_IW16-0162","Namwon Chueotang","Seoul","Jung-gu","Sindang5-dong"
"BE_IW16-0163","Namwon Chueotang","Seoul","Jongno-gu","Jongno5.6ga-dong"
"BE_IW16-0164","Namwon Chueotang","Seoul","Dongdaemun-gu","Cheongnyangni-dong"
"BE_IW16-0165","Namwon Chueotang","Seoul","Yeongdeungpo-gu","Yeongdeungpo-dong"
"BE_IW16-0166","Nampo Cold Buckwheat Noodles","Seoul","Gangnam-gu","Nonhyeon2-dong"
"BE_IW16-0167","NamhanGang","Seoul","Songpa-gu","Songpa1-dong"
"BE_IW16-0168","Namhae Fresh Fish Restaurant","Seoul","Yangcheon-gu","Sinjeong2-dong"
"BE_IW16-0169","Norang Jeogori","Seoul","Seocho-gu","Seocho4-dong"
"BE_IW16-0170","Nongoljip","Seoul","Seocho-gu","Bangbae1-dong"
"BE_IW16-0171","Nongga","Seoul","Gangdong-gu","Cheonho2-dong"
"BE_IW16-0172","Nuri","Seoul","Jongno-gu","Jongno1.2.3.4ga-dong"
"BE_IW16-0173","New York Badatgajae","Seoul","Gangnam-gu","Cheongdam-dong"
"BE_IW16-0174","Neutinamujip","Seoul","Jung-gu","Jangchung-dong"
"BE_IW16-0175","Boiled Chicken with Rice and Neungi Mushrooms","Seoul","Gangbuk-gu","Ui-dong"
"BE_IW16-0176","Dami","Seoul","Yeongdeungpo-gu","Yeoui-dong"
"BE_IW16-0177","Dasom","Seoul","Yeongdeungpo-gu","Daerim3-dong"
"BE_IW16-0178","Dawon ","Seoul","Yongsan-gu","Hannam-dong"
"BE_IW16-0179","Dawon ","Seoul","Songpa-gu","Bangi1-dong"
"BE_IW16-0180","Dawon ","Seoul","Seocho-gu","Yangjae1-dong"
"BE_IW16-0181","Danme Green Bee","Seoul","Gangnam-gu","Segok-dong"
"BE_IW16-0182","Dal Siktak","Seoul","Gangnam-gu","Sinsa-dong"
"BE_IW16-0183","Dak Hanmari Restaurant","Seoul","Dongdaemun-gu","Jegi-dong"
"BE_IW16-0184","Dak Hanmari Restaurant","Seoul","Gangdong-gu","Seongnae1-dong"
"BE_IW16-0185","Dak Hanmari Restaurant","Seoul","Seodaemun-gu","Sinchon-dong"
"BE_IW16-0186","Dak Hanmari Restaurant","Seoul","Yeongdeungpo-gu","Yeongdeungpo-dong"
"BE_IW16-0187","Daegawllyeong","Seoul","Eunpyeong-gu","Bulgwang1-dong"
"BE_IW16-0188","Daegwang ","Seoul","Eunpyeong-gu","Eungam3-dong"
"BE_IW16-0189","Daenamujip Restaurant","Seoul","Dongjak-gu","Sadang2-dong"
"BE_IW16-0190","Daedo Supermarket","Seoul","Yongsan-gu","Cheongpa-dong"
"BE_IW16-0191","Daedo Supermarket","Seoul","Jungnang-gu","Sangbong1-dong"
"BE_IW16-0192","Daedo Supermarket","Seoul","Seongbuk-gu","Bomun-dong"
"BE_IW16-0193","Daedo Supermarket","Seoul","Nowon-gu","Junggye4-dong"
"BE_IW16-0194","Daerimjeong","Seoul","Jongno-gu","Cheongunhyoja-dong"
"BE_IW16-0195","Daemun","Seoul","Dobong-gu","Banghak3-dong"
"BE_IW16-0196","Daebakjip","Seoul","Mapo-gu","Ahyeon-dong"
"BE_IW16-0197","Daebakjip","Seoul","Gangseo-gu","Banghwa1-dong"
"BE_IW16-0198","Daebakjip","Seoul","Yangcheon-gu","Sinwol4-dong"
"BE_IW16-0199","Daebakjip","Seoul","Seocho-gu","Jamwon-dong"
"BE_IW16-0200","Daebok Fresh Fish Restaurant","Seoul","Yongsan-gu","Hangangno-dong"
"BE_IW16-0201","Daebokjip","Seoul","Jongno-gu","Sajik-dong"
"BE_IW16-0202","Daesung ","Seoul","Jongno-gu","Jongno1.2.3.4ga-dong"
"BE_IW16-0203","Daesung ","Seoul","Seongdong-gu","Yongdap-dong"
"BE_IW16-0204","Daesung Restaurant","Seoul","Seongbuk-gu","Wolgok2-dong"
"BE_IW16-0205","Daesung Restaurant","Seoul","Yongsan-gu","Hannam-dong"
"BE_IW16-0206","Daesung Restaurant","Seoul","Songpa-gu","Garak1-dong"
"BE_IW16-0207","Daewun Seolleongtang (Ox Bone Soup)","Seoul","Yeongdeungpo-gu","Singil6-dong"
"BE_IW16-0208","Daewon Charcoal Grilled Beef","Seoul","Gwangjin-gu","Junggok2-dong"
"BE_IW16-0209","Daejanggeum","Seoul","Jung-gu","Jangchung-dong"
"BE_IW16-0210","Daejanggeum","Seoul","Gangnam-gu","Samseong1-dong"
"BE_IW16-0211","Daejanggeum","Seoul","Eunpyeong-gu","Sinsa2-dong"
"BE_IW16-0212","Daejeong","Seoul","Seocho-gu","Naegok-dong"
"BE_IW16-0213","Daeju Babsang Restaurant","Seoul","Yangcheon-gu","Sinwol6-dong"
"BE_IW16-0214","Daecheongmaru","Seoul","Jung-gu","Pil-dong"
"BE_IW16-0215","Daecheongmaru","Seoul","Seocho-gu","Naegok-dong"
"BE_IW16-0216","Daecheongmaru","Seoul","Guro-gu","Guro2-dong"
"BE_IW16-0217","Daechon","Seoul","Seocho-gu","Bangbaebon-dong"
"BE_IW16-0218","Daechunamujip","Seoul","Guro-gu","Sugung-dong"
"BE_IW16-0219","Daechunamujip","Seoul","Gangbuk-gu","Ui-dong"
"BE_IW16-0220","Daehanminguk","Seoul","Gangnam-gu","Daechi2-dong"
"BE_IW16-0221","Town Hall","Seoul","Geumcheon-gu","Gasan-dong"
"BE_IW16-0222","Daeho ","Seoul","Jung-gu","Sogong-dong"
"BE_IW16-0223","Hanchon (Yeoksam Star Branch)","Seoul","Gangnam-gu","Yeoksam1-dong"
"BE_IW16-0224","Dojanggol Valley","Seoul","Seongdong-gu","Haengdang2-dong"
"BE_IW16-0225","Dokdo Raw Tuna","Seoul","Dongdaemun-gu","Jangan1-dong"
"BE_IW16-0226","Dongauga (pork & galbi restaurant)","Seoul","Seocho-gu","Seocho4-dong"
"BE_IW16-0227","Don Day","Seoul","Seodaemun-gu","Sinchon-dong"
"BE_IW16-0228","Don Day","Seoul","Yangcheon-gu","Sinjeong2-dong"
"BE_IW16-0229","Donburi","Seoul","Gangnam-gu","Yeoksam1-dong"
"BE_IW16-0230","Donsoobaek","Seoul","Mapo-gu","Seogyo-dong"
"BE_IW16-0231","Donuri","Seoul","Yangcheon-gu","Sinwol3-dong"
"BE_IW16-0232","Donijoeunsesang","Seoul","Yangcheon-gu","Mok4-dong"
"BE_IW16-0233","Donto","Seoul","Gangseo-gu","Deungchon1-dong"
"BE_IW16-0234","Doldamjip","Seoul","Seocho-gu","Seocho3-dong"
"BE_IW16-0235","Doldamjip","Seoul","Geumcheon-gu","Siheung4-dong"
"BE_IW16-0236","Donggyeong Sikdang","Seoul","Seongbuk-gu","Jeongneung3-dong"
"BE_IW16-0237","Donggung","Seoul","Gangbuk-gu","Beon1-dong"
"BE_IW16-0238","Dongbang ","Seoul","Gangseo-gu","Gonghang-dong"
"BE_IW16-0239","Dongchon","Seoul","Gwangjin-gu","Jayang1-dong"
"BE_IW16-0240","Dongchon","Seoul","Mapo-gu","Seogyo-dong"
"BE_IW16-0241","Donghae Byeolgwan","Seoul","Seodaemun-gu","Cheonyeon-dong"
"BE_IW16-0242","Donghae Byeolgwan","Seoul","Gangnam-gu","Nonhyeon1-dong"
"BE_IW16-0243","Donghae Fresh Fish Restaurant","Seoul","Guro-gu","Gaebong1-dong"
"BE_IW16-0244","Doeji Nongjang","Seoul","Seongdong-gu","Seongsu1ga2-dong"
"BE_IW16-0245","Doejichon","Seoul","Yangcheon-gu","Sinwol3-dong"
"BE_IW16-0246","Doejichon","Seoul","Jongno-gu","Gyonam-dong"
"BE_IW16-0247","Durebak","Seoul","Dongjak-gu","Heukseok-dong"
"BE_IW16-0248","Dumesangol","Seoul","Eunpyeong-gu","Eungam3-dong"
"BE_IW16-0249","Dumesangol","Seoul","Gangnam-gu","Irwon1-dong"
"BE_IW16-0250","Dubuchon","Seoul","Seocho-gu","Seocho3-dong"
"BE_IW16-0251","Dubuchon","Seoul","Gwangjin-gu","Jayang1-dong"
"BE_IW16-0252","Dubu Hanmadang (Tofu)","Seoul","Eunpyeong-gu","Jingwan-dong"
"BE_IW16-0253","Dungji","Seoul","Seongdong-gu","Guemho2.3ga-dong"
"BE_IW16-0254","Deulpul","Seoul","Jongno-gu","Hyehwa-dong"
"BE_IW16-0255","Deulpul","Seoul","Jongno-gu","Cheongunhyoja-dong"
"BE_IW16-0256","Deulpul","Seoul","Dongjak-gu","Sangdo1-dong"
"BE_IW16-0257","Deungnamujip","Seoul","Guro-gu","Guro3-dong"
"BE_IW16-0258","Deungnamujip","Seoul","Dongdaemun-gu","Cheongnyangni-dong"
"BE_IW16-0259","Deungnamujip","Seoul","Gangnam-gu","Apgujeong-dong"
"BE_IW16-0260","Deungchon Hand-Rolled Noodles","Seoul","Gwangjin-gu","Jayang1-dong"
"BE_IW16-0261","Tteurak","Seoul","Gangnam-gu","Cheongdam-dong"
"BE_IW16-0262","Tteurak","Seoul","Gwangjin-gu","Guui3-dong"
"BE_IW16-0263","Tteurak","Seoul","Gangnam-gu","Cheongdam-dong"
"BE_IW16-0264","Lamb Land","Seoul","Mapo-gu","Yonggang-dong"
"BE_IW16-0265","Madam Ming","Seoul","Gangnam-gu","Daechi4-dong"
"BE_IW16-0266","Madang","Seoul","Seodaemun-gu","Chunghyeon-dong"
"BE_IW16-0267","Masan Agujjim","Seoul","Jongno-gu","Jongno1.2.3.4ga-dong"
"BE_IW16-0268","Masan Agujjim","Seoul","Guro-gu","Gaebong1-dong"
"BE_IW16-0269","Masan Agujjim","Seoul","Songpa-gu","Seokchon-dong"
"BE_IW16-0270","Masan Agujjim","Seoul","Gangbuk-gu","Beon2-dong"
"BE_IW16-0271","Masan Agujjim","Seoul","Gangseo-gu","Yeomchang-dong"
"BE_IW16-0272","Masan Agujjim","Seoul","Seodaemun-gu","Bugahyeon-dong"
"BE_IW16-0273","Masanjip","Seoul","Gangnam-gu","Sinsa-dong"
"BE_IW16-0274","Masil","Seoul","Jongno-gu","Sungin2-dong"
"BE_IW16-0275","Majang Galbi Garden","Seoul","Seongdong-gu","Sageun-dong"
"BE_IW16-0276","Mapo Galbi","Seoul","Seongbuk-gu","Bomun-dong"
"BE_IW16-0277","Mapo Galbi","Seoul","Seongdong-gu","Haengdang2-dong"
"BE_IW16-0278","Mapo Galbi","Seoul","Dongjak-gu","Sadang1-dong"
"BE_IW16-0279","Mapo Galbi","Seoul","Guro-gu","Guro4-dong"
"BE_IW16-0280","Mapo Galbi","Seoul","Gangnam-gu","Nonhyeon1-dong"
"BE_IW16-0281","Mapo Galbi","Seoul","Yangcheon-gu","Sinwol7-dong"
"BE_IW16-0282","Mapo Galbi","Seoul","Gangbuk-gu","Samgaksan-dong"
"BE_IW16-0283","Mapo Galbi","Seoul","Gwanak-gu","Euncheon-dong"
"BE_IW16-0284","Mapo Naru","Seoul","Mapo-gu","Sinsu-dong"
"BE_IW16-0285","Mapo Sogeum-gui","Seoul","Gangnam-gu","Daechi2-dong"
"BE_IW16-0286","Mapo Sogeum-gui","Seoul","Mapo-gu","Hapjeong-dong"
"BE_IW16-0287","Mapo Sogeum-gui","Seoul","Jungnang-gu","Muk2-dong"
"BE_IW16-0288","Mapo Sutbulgalbi","Seoul","Songpa-gu","Pungnap2-dong"
